"Name","Win Place","Kill Place","Kills","Bot Kills","Kill Streaks","Headshot Kills","Damage Dealt","Assists","Knocks","Heals","Boosts","Death Type","Revives","Team Kills","Longest Kill","Weapons Acquired","Time Survived","Distance Traveled ","Walk Distance ","Ride Distance ","Swim Distance ","Team Name"
"Oboneco","3","10","1","0","1","0","116.739456","0","1","3","6","byplayer","0","0","78.074615","10","1195","11197.4896","8453.485","2744.0046","-","3-llLordSparkll-vim_do_lite-Oboneco-koszz"
"koszz","3","3","3","0","1","0","432.5366","0","2","4","10","byplayer","2","0","89.64826","5","1525","13602.632","8719.398","4883.234","-","3-llLordSparkll-vim_do_lite-Oboneco-koszz"
"S33NT7","4","20","0","0","0","0","273.91568","1","0","7","6","byplayer","0","0","-","10","1453","13869.711","8775.559","5094.152","-","4-S33NT7-TEXAS3006-XxWarlockLFxX-JuizoFinaI"
"TEXAS3006","4","21","0","0","0","0","52.74845","2","0","3","4","byplayer","0","0","-","8","1178","13066.5137","7839.7827","5226.731","-","4-S33NT7-TEXAS3006-XxWarlockLFxX-JuizoFinaI"
"XxWarlockLFxX","4","4","3","0","1","1","554.37024","4","3","1","8","byplayer","1","0","205.99779","11","1454","13817.9023","8412.916","5404.9863","-","4-S33NT7-TEXAS3006-XxWarlockLFxX-JuizoFinaI"
"JuizoFinaI","4","1","9","0","3","5","929.64075","2","10","2","5","byplayer","0","0","254.43236","12","1459","13388.006","8309.379","5078.627","-","4-S33NT7-TEXAS3006-XxWarlockLFxX-JuizoFinaI"
"Racha_Cucaa","5","22","0","0","0","0","0","1","0","0","4","byplayer","0","0","-","7","1356","7261.686","7261.686","-","-","5-Racha_Cucaa-CAPIVARA-CALVA-Stegen3530"
"CAPIVARA-CALVA","5","11","1","0","1","0","91.3013","0","0","1","5","byzone","0","0","7.2033596","5","1356","13307.351","8544.545","4762.806","-","5-Racha_Cucaa-CAPIVARA-CALVA-Stegen3530"
"Stegen3530","5","12","1","0","1","1","602.8667","0","5","0","3","byplayer","1","0","217.58887","8","1356","7276.5845","7276.5845","-","-","5-Racha_Cucaa-CAPIVARA-CALVA-Stegen3530"
"BielCalvo00","6","23","0","0","0","0","138.06","0","0","1","3","byzone","0","0","-","14","1347","10390.0187","9268.57","1121.4487","-","6-BielCalvo00-decops12-sevenmaalkkj"
"decops12","6","13","1","0","1","0","107.09999","0","0","1","1","byzone","0","0","48.34361","3","1349","10739.939","8860.918","1879.021","-","6-BielCalvo00-decops12-sevenmaalkkj"
"sevenmaalkkj","6","24","0","0","0","0","0","0","0","0","3","byplayer","0","0","-","5","1305","10713.8374","9416.537","1297.3004","-","6-BielCalvo00-decops12-sevenmaalkkj"
"MatheusCenorao","7","25","0","0","0","0","26.15719","0","0","3","1","byplayer","1","0","-","12","1345","11583.6274","8477.135","3106.4924","-","7-MatheusCenorao-El_gasolino-DEXXX777-The-BiIL"
"El_gasolino","7","28","0","0","0","0","22.813917","0","0","0","5","byplayer","0","0","-","7","1183","12226.6087","8317.794","3908.8147","-","7-MatheusCenorao-El_gasolino-DEXXX777-The-BiIL"
"DEXXX777","7","26","0","0","0","0","100.844986","0","0","2","3","byplayer","0","0","-","6","1345","11424.7536","8842.07","2582.6836","-","7-MatheusCenorao-El_gasolino-DEXXX777-The-BiIL"
"The-BiIL","7","27","0","0","0","0","0","0","0","0","6","byplayer","3","0","-","6","1339","11392.3317","8516.372","2875.9597","-","7-MatheusCenorao-El_gasolino-DEXXX777-The-BiIL"
"AnDreviZ","8","31","0","0","0","0","81.56535","0","0","3","6","byplayer","0","0","-","6","1320","13612.9254","9294.838","4318.0874","-","8-AnDreviZ-WF_PROZIN-Spawnsbg-PrivacKadall"
"WF_PROZIN","8","29","0","0","0","0","0","0","0","7","5","byplayer","0","0","-","9","1331","15180.714","9094.7","6086.014","-","8-AnDreviZ-WF_PROZIN-Spawnsbg-PrivacKadall"
"Spawnsbg","8","30","0","0","0","0","0","0","0","8","8","suicide","0","0","-","13","1331","13411.8346","9125.464","4286.3706","-","8-AnDreviZ-WF_PROZIN-Spawnsbg-PrivacKadall"
"PrivacKadall","8","14","1","0","1","0","100","0","1","6","5","byplayer","0","0","30.832958","7","1312","7342.575","7342.575","-","-","8-AnDreviZ-WF_PROZIN-Spawnsbg-PrivacKadall"
"IIBLAST","9","34","0","0","0","0","54.895996","0","0","0","3","byplayer","0","0","-","9","879","10410.3117","7177.737","3232.5747","-","9-IIBLAST-AllbertWesker-STRAT_FPS-MESTRE-MCS"
"AllbertWesker","9","32","0","0","0","0","0","0","0","1","4","byplayer","0","0","-","13","953","10580.2148","7407.833","3172.3818","-","9-IIBLAST-AllbertWesker-STRAT_FPS-MESTRE-MCS"
"STRAT_FPS","9","35","0","0","0","0","112.799995","0","0","1","2","byplayer","0","0","-","8","848","10170.8213","6991.6113","3179.21","-","9-IIBLAST-AllbertWesker-STRAT_FPS-MESTRE-MCS"
"MESTRE-MCS","9","33","0","0","0","0","0","0","0","0","1","byplayer","1","0","-","5","948","10719.3275","7454.3955","3264.932","-","9-IIBLAST-AllbertWesker-STRAT_FPS-MESTRE-MCS"
"xSINISTRO","10","37","0","0","0","0","71.369995","0","0","1","2","byplayer","0","0","-","4","392","2693.296","2693.296","-","-","10-xSINISTRO-M4KTu1-DanyloFLY-playerVNC"
"M4KTu1","10","39","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","4","335","2814.9375","2814.9375","-","-","10-xSINISTRO-M4KTu1-DanyloFLY-playerVNC"
"DanyloFLY","10","36","0","0","0","0","0","0","0","1","0","byplayer","0","0","-","7","409","2639.262","2639.262","-","-","10-xSINISTRO-M4KTu1-DanyloFLY-playerVNC"
"playerVNC","10","38","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","6","348","2575.781","2575.781","-","-","10-xSINISTRO-M4KTu1-DanyloFLY-playerVNC"
"0_justiceiro","11","40","0","0","0","0","109.85272","0","0","1","1","byplayer","0","0","-","4","385","5863.3247","5257.4277","605.897","-","11-0_justiceiro-Anta_Alex-SargentoPE"
"Anta_Alex","11","41","0","0","0","0","78.62871","0","0","0","1","byplayer","0","0","-","7","385","5542.4019","5248.3345","294.0674","-","11-0_justiceiro-Anta_Alex-SargentoPE"
"SargentoPE","11","42","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","10","315","4952.6562","4952.6562","-","-","11-0_justiceiro-Anta_Alex-SargentoPE"
